customer_id,risk_score,risk_bucket,util_ratio_snap,pay_to_bal_snap,delinq_trend_snap,created_at
CUST10972,99.0,VERY_CRITICAL,0.3843,0.593,0.2475,2024-12-14 00:00:00
CUST10972,99.0,VERY_CRITICAL,0.3795,0.6249,0.1897,2025-01-20 00:00:00
CUST10972,97.23,VERY_CRITICAL,0.3662,0.6086,0.2437,2025-02-26 00:00:00
CUST10973,54.53,HIGH_RISK,0.4874,0.7994,0.2033,2024-10-01 00:00:00
CUST10973,68.55,CRITICAL,0.4108,0.7596,0.2311,2024-12-02 00:00:00
CUST10973,56.0,HIGH_RISK,0.4879,0.7579,0.1996,2025-02-02 00:00:00
CUST10974,96.01,VERY_CRITICAL,0.2508,0.3989,0.0872,2024-10-01 00:00:00
CUST10974,96.83,VERY_CRITICAL,0.2277,0.3952,0.0816,2024-11-16 00:00:00
CUST10974,92.03,VERY_CRITICAL,0.2328,0.4429,0.1806,2025-01-02 00:00:00
CUST10974,98.27,VERY_CRITICAL,0.1843,0.4269,0.1622,2025-02-17 00:00:00
CUST10975,32.71,HIGH_RISK,0.2291,0.6046,-0.16,2024-10-01 00:00:00
CUST10975,32.12,HIGH_RISK,0.2306,0.5723,-0.2153,2024-11-01 00:00:00
CUST10975,29.62,LOW_RISK,0.2503,0.6282,-0.2467,2024-12-02 00:00:00
CUST10975,28.47,LOW_RISK,0.2368,0.5475,-0.2335,2025-01-02 00:00:00
CUST10975,34.91,HIGH_RISK,0.2603,0.5844,-0.2431,2025-02-02 00:00:00
CUST10975,30.2,HIGH_RISK,0.2147,0.609,-0.1282,2025-03-05 00:00:00
CUST10976,32.9,HIGH_RISK,0.0336,1.0,0.0925,2024-10-01 00:00:00
CUST10976,35.86,HIGH_RISK,0.0632,1.0,0.0738,2024-11-16 00:00:00
CUST10976,30.44,HIGH_RISK,0.0552,0.9844,0.1059,2025-01-02 00:00:00
CUST10976,34.23,HIGH_RISK,0.0384,1.0,0.0407,2025-02-17 00:00:00
CUST10977,37.9,HIGH_RISK,0.1307,0.3923,0.1064,2024-10-01 00:00:00
CUST10977,41.87,HIGH_RISK,0.1649,0.4013,0.0712,2024-12-02 00:00:00
CUST10977,36.83,HIGH_RISK,0.1142,0.4148,0.0976,2025-02-02 00:00:00
CUST10978,14.75,LOW_RISK,0.2274,1.0,0.2328,2024-10-01 00:00:00
CUST10978,20.33,LOW_RISK,0.205,1.0,0.1966,2024-12-02 00:00:00
CUST10978,11.94,LOW_RISK,0.2184,1.0,0.1825,2025-02-02 00:00:00
CUST10979,72.43,CRITICAL,0.6089,0.6181,0.0782,2024-10-01 00:00:00
CUST10979,79.64,CRITICAL,0.6267,0.6325,0.0145,2024-11-16 00:00:00
CUST10979,81.05,VERY_CRITICAL,0.5845,0.5625,-0.0901,2025-01-02 00:00:00
CUST10979,75.33,CRITICAL,0.5875,0.5946,0.0005,2025-02-17 00:00:00
CUST10980,56.21,HIGH_RISK,0.886,0.4374,-0.0393,2024-10-01 00:00:00
CUST10980,46.76,HIGH_RISK,0.8854,0.3977,-0.1169,2024-12-02 00:00:00
CUST10980,50.94,HIGH_RISK,0.8894,0.3438,-0.1947,2025-02-02 00:00:00
CUST10981,21.25,LOW_RISK,0.1632,0.7853,-0.2792,2024-10-01 00:00:00
CUST10981,29.26,LOW_RISK,0.0976,0.7846,-0.1284,2024-11-16 00:00:00
CUST10981,26.78,LOW_RISK,0.0537,0.7416,-0.1145,2025-01-02 00:00:00
CUST10981,26.13,LOW_RISK,0.083,0.7863,-0.174,2025-02-17 00:00:00
CUST10982,1.41,LOW_RISK,0.2163,0.6952,0.0108,2024-10-01 00:00:00
CUST10982,1.0,LOW_RISK,0.2467,0.6753,0.0297,2024-12-02 00:00:00
CUST10982,2.54,LOW_RISK,0.1563,0.664,0.0278,2025-02-02 00:00:00
CUST10983,81.53,VERY_CRITICAL,0.7548,0.5485,0.0113,2024-10-01 00:00:00
CUST10983,81.43,VERY_CRITICAL,0.8004,0.5562,0.2114,2024-11-16 00:00:00
CUST10983,83.24,VERY_CRITICAL,0.7794,0.5483,0.1281,2025-01-02 00:00:00
CUST10983,79.18,CRITICAL,0.8028,0.5551,0.1492,2025-02-17 00:00:00
CUST10984,71.6,CRITICAL,0.2125,0.3834,0.0333,2024-10-01 00:00:00
CUST10984,72.78,CRITICAL,0.1382,0.4697,0.0697,2024-11-07 00:00:00
CUST10984,81.31,VERY_CRITICAL,0.2197,0.4167,0.0471,2024-12-14 00:00:00
CUST10984,74.7,CRITICAL,0.2075,0.4486,0.0886,2025-01-20 00:00:00
CUST10984,71.1,CRITICAL,0.194,0.4475,0.0343,2025-02-26 00:00:00
CUST10985,81.11,VERY_CRITICAL,0.2751,0.8718,0.033,2024-10-01 00:00:00
CUST10985,77.08,CRITICAL,0.2175,0.8876,0.073,2024-11-16 00:00:00
CUST10985,74.68,CRITICAL,0.25,0.9095,0.0045,2025-01-02 00:00:00
CUST10985,83.55,VERY_CRITICAL,0.2819,0.8661,0.132,2025-02-17 00:00:00
CUST10986,67.05,CRITICAL,0.2545,0.9916,0.0814,2024-10-01 00:00:00
CUST10986,52.47,HIGH_RISK,0.2696,0.9641,0.0717,2024-11-01 00:00:00
CUST10986,60.82,CRITICAL,0.2514,1.0,0.0037,2024-12-02 00:00:00
CUST10986,51.94,HIGH_RISK,0.3105,1.0,0.0814,2025-01-02 00:00:00
CUST10986,54.01,HIGH_RISK,0.2106,0.9767,-0.0178,2025-02-02 00:00:00
CUST10986,60.79,CRITICAL,0.2876,1.0,0.0477,2025-03-05 00:00:00
CUST10987,97.57,VERY_CRITICAL,0.0066,0.8076,0.1946,2024-10-01 00:00:00
CUST10987,99.0,VERY_CRITICAL,0.0048,0.7471,0.08,2024-11-16 00:00:00
CUST10987,99.0,VERY_CRITICAL,0.0545,0.7677,0.0957,2025-01-02 00:00:00
CUST10987,99.0,VERY_CRITICAL,0.0221,0.7653,0.1681,2025-02-17 00:00:00
CUST10988,32.43,HIGH_RISK,0.1928,0.3996,0.0078,2024-10-01 00:00:00
CUST10988,35.13,HIGH_RISK,0.2048,0.5077,0.0356,2024-11-07 00:00:00
CUST10988,35.79,HIGH_RISK,0.1774,0.4692,-0.01,2024-12-14 00:00:00
CUST10988,39.77,HIGH_RISK,0.1633,0.4908,-0.0362,2025-01-20 00:00:00
CUST10988,32.95,HIGH_RISK,0.1549,0.4574,0.0716,2025-02-26 00:00:00
CUST10989,99.0,VERY_CRITICAL,0.7883,0.4676,-0.1491,2024-10-01 00:00:00
CUST10989,99.0,VERY_CRITICAL,0.7436,0.4895,-0.0795,2024-11-07 00:00:00
CUST10989,96.39,VERY_CRITICAL,0.8071,0.5039,-0.0113,2024-12-14 00:00:00
CUST10989,93.16,VERY_CRITICAL,0.7564,0.5133,-0.1121,2025-01-20 00:00:00
CUST10989,95.84,VERY_CRITICAL,0.8119,0.5003,-0.0942,2025-02-26 00:00:00
CUST10990,19.92,LOW_RISK,0.2507,0.5405,0.0856,2024-10-01 00:00:00
CUST10990,12.32,LOW_RISK,0.2093,0.5755,0.0381,2024-11-16 00:00:00
CUST10990,21.67,LOW_RISK,0.2764,0.5394,0.1589,2025-01-02 00:00:00
CUST10990,14.98,LOW_RISK,0.2987,0.5184,0.0552,2025-02-17 00:00:00
CUST10991,26.28,LOW_RISK,0.2802,0.5631,0.0791,2024-10-01 00:00:00
CUST10991,33.57,HIGH_RISK,0.2482,0.5476,0.0089,2024-12-02 00:00:00
CUST10991,30.33,HIGH_RISK,0.2936,0.5369,-0.0223,2025-02-02 00:00:00
CUST10992,28.35,LOW_RISK,0.3394,0.6239,-0.1421,2024-10-01 00:00:00
CUST10992,14.48,LOW_RISK,0.3294,0.6421,-0.0545,2024-11-01 00:00:00
CUST10992,24.53,LOW_RISK,0.3234,0.6403,-0.0914,2024-12-02 00:00:00
CUST10992,26.15,LOW_RISK,0.3335,0.6708,-0.1029,2025-01-02 00:00:00
CUST10992,25.77,LOW_RISK,0.2861,0.6746,-0.0848,2025-02-02 00:00:00
CUST10992,25.28,LOW_RISK,0.2996,0.6801,-0.1142,2025-03-05 00:00:00
CUST10993,9.34,LOW_RISK,0.5142,0.6453,-0.0415,2024-10-01 00:00:00
CUST10993,8.73,LOW_RISK,0.548,0.7092,0.1432,2024-11-07 00:00:00
CUST10993,10.89,LOW_RISK,0.4476,0.7113,0.0066,2024-12-14 00:00:00
CUST10993,13.96,LOW_RISK,0.4684,0.6426,0.0288,2025-01-20 00:00:00
CUST10993,10.65,LOW_RISK,0.4748,0.6816,0.031,2025-02-26 00:00:00
CUST10994,43.29,HIGH_RISK,0.1828,0.353,0.0727,2024-10-01 00:00:00
CUST10994,47.17,HIGH_RISK,0.1723,0.2704,0.1069,2024-11-07 00:00:00
CUST10994,47.19,HIGH_RISK,0.1707,0.3359,0.1366,2024-12-14 00:00:00
CUST10994,42.51,HIGH_RISK,0.141,0.33,0.156,2025-01-20 00:00:00
CUST10994,41.03,HIGH_RISK,0.1558,0.3026,0.1314,2025-02-26 00:00:00
CUST10995,72.04,CRITICAL,0.3044,0.7616,0.0039,2024-10-01 00:00:00
CUST10995,79.92,CRITICAL,0.2664,0.7775,0.0777,2024-12-02 00:00:00
CUST10995,81.7,VERY_CRITICAL,0.3301,0.767,0.0671,2025-02-02 00:00:00
CUST10996,4.94,LOW_RISK,0.0572,0.9811,0.0102,2024-10-01 00:00:00
CUST10996,11.0,LOW_RISK,0.0609,1.0,-0.0552,2024-11-16 00:00:00
CUST10996,5.87,LOW_RISK,0.0943,1.0,-0.0335,2025-01-02 00:00:00
CUST10996,13.61,LOW_RISK,0.0459,0.9915,-0.127,2025-02-17 00:00:00
CUST10997,29.93,LOW_RISK,0.1183,0.9542,0.0756,2024-10-01 00:00:00
CUST10997,36.68,HIGH_RISK,0.108,1.0,0.1245,2024-12-02 00:00:00
CUST10997,28.04,LOW_RISK,0.1678,0.9494,0.089,2025-02-02 00:00:00
CUST10998,85.99,VERY_CRITICAL,0.2924,0.7393,0.3314,2024-10-01 00:00:00
CUST10998,81.8,VERY_CRITICAL,0.3148,0.7725,0.2612,2024-11-01 00:00:00
CUST10998,87.93,VERY_CRITICAL,0.3162,0.8114,0.3333,2024-12-02 00:00:00
CUST10998,84.95,VERY_CRITICAL,0.3007,0.7656,0.2083,2025-01-02 00:00:00
CUST10998,86.23,VERY_CRITICAL,0.337,0.7523,0.2517,2025-02-02 00:00:00
CUST10998,86.9,VERY_CRITICAL,0.348,0.7783,0.2398,2025-03-05 00:00:00
CUST10999,79.53,CRITICAL,0.2298,0.5747,0.3265,2024-10-01 00:00:00
CUST10999,76.52,CRITICAL,0.1757,0.6404,0.2117,2024-12-02 00:00:00
CUST10999,73.05,CRITICAL,0.1719,0.6657,0.1283,2025-02-02 00:00:00
CUST11000,46.06,HIGH_RISK,0.1739,0.9235,0.2162,2024-10-01 00:00:00
CUST11000,39.38,HIGH_RISK,0.1545,0.9626,0.126,2024-11-07 00:00:00
CUST11000,38.85,HIGH_RISK,0.1619,0.9373,0.177,2024-12-14 00:00:00
CUST11000,40.39,HIGH_RISK,0.1435,0.8987,0.1404,2025-01-20 00:00:00
CUST11000,40.54,HIGH_RISK,0.1269,0.9775,0.1224,2025-02-26 00:00:00
CUST11001,38.77,HIGH_RISK,0.4671,0.7894,0.0287,2024-10-01 00:00:00
CUST11001,46.65,HIGH_RISK,0.4135,0.7638,0.0827,2024-12-02 00:00:00
CUST11001,44.27,HIGH_RISK,0.3598,0.7071,0.0074,2025-02-02 00:00:00
CUST11002,72.47,CRITICAL,0.0,0.5973,0.2744,2024-10-01 00:00:00
CUST11002,76.52,CRITICAL,0.052,0.643,0.2121,2024-12-02 00:00:00
CUST11002,74.05,CRITICAL,0.0,0.6244,0.228,2025-02-02 00:00:00
CUST11003,22.75,LOW_RISK,0.1774,0.8441,0.1025,2024-10-01 00:00:00
CUST11003,24.29,LOW_RISK,0.116,0.822,0.0235,2024-11-01 00:00:00
CUST11003,22.64,LOW_RISK,0.1299,0.7953,0.0965,2024-12-02 00:00:00
CUST11003,21.19,LOW_RISK,0.1125,0.752,0.0284,2025-01-02 00:00:00
CUST11003,19.04,LOW_RISK,0.153,0.8022,0.0698,2025-02-02 00:00:00
CUST11003,22.94,LOW_RISK,0.18,0.7894,0.0994,2025-03-05 00:00:00
CUST11004,12.71,LOW_RISK,0.5605,0.535,0.2713,2024-10-01 00:00:00
CUST11004,11.41,LOW_RISK,0.5567,0.5789,0.304,2024-11-16 00:00:00
CUST11004,12.05,LOW_RISK,0.5721,0.5786,0.2786,2025-01-02 00:00:00
CUST11004,14.48,LOW_RISK,0.5285,0.5541,0.3061,2025-02-17 00:00:00
CUST11005,26.52,LOW_RISK,0.0019,0.4342,0.0345,2024-10-01 00:00:00
CUST11005,34.43,HIGH_RISK,0.0196,0.4192,0.1549,2024-11-16 00:00:00
CUST11005,34.81,HIGH_RISK,0.0,0.4001,0.1078,2025-01-02 00:00:00
CUST11005,35.25,HIGH_RISK,0.0,0.4197,0.0634,2025-02-17 00:00:00
CUST11006,55.28,HIGH_RISK,0.2193,0.5702,0.0476,2024-10-01 00:00:00
CUST11006,57.76,HIGH_RISK,0.2761,0.5954,0.1148,2024-12-02 00:00:00
CUST11006,57.6,HIGH_RISK,0.2347,0.5909,0.1665,2025-02-02 00:00:00
CUST11007,30.8,HIGH_RISK,0.137,0.9935,0.0323,2024-10-01 00:00:00
CUST11007,29.95,LOW_RISK,0.1268,0.99,0.013,2024-12-02 00:00:00
CUST11007,27.18,LOW_RISK,0.0794,0.9911,0.0373,2025-02-02 00:00:00
CUST11008,34.49,HIGH_RISK,0.5643,0.5729,0.286,2024-10-01 00:00:00
CUST11008,39.47,HIGH_RISK,0.5486,0.5734,0.1595,2024-11-01 00:00:00
CUST11008,35.73,HIGH_RISK,0.5778,0.6036,0.0748,2024-12-02 00:00:00
CUST11008,38.11,HIGH_RISK,0.6075,0.6291,0.1773,2025-01-02 00:00:00
CUST11008,36.86,HIGH_RISK,0.5938,0.5282,0.0644,2025-02-02 00:00:00
CUST11008,35.04,HIGH_RISK,0.5519,0.611,0.1452,2025-03-05 00:00:00
CUST11009,70.56,CRITICAL,0.4142,0.7153,0.0097,2024-10-01 00:00:00
CUST11009,73.21,CRITICAL,0.442,0.7064,-0.0779,2024-11-07 00:00:00
CUST11009,74.63,CRITICAL,0.417,0.7495,-0.05,2024-12-14 00:00:00
CUST11009,70.81,CRITICAL,0.4465,0.6805,-0.0076,2025-01-20 00:00:00
CUST11009,66.43,CRITICAL,0.495,0.6778,-0.0646,2025-02-26 00:00:00
CUST11010,52.62,HIGH_RISK,0.2994,0.7428,0.1227,2024-10-01 00:00:00
CUST11010,47.32,HIGH_RISK,0.2558,0.7192,0.1213,2024-12-02 00:00:00
CUST11010,54.36,HIGH_RISK,0.2658,0.7075,0.0657,2025-02-02 00:00:00
CUST11011,69.72,CRITICAL,0.2103,0.7745,0.0347,2024-10-01 00:00:00
CUST11011,67.92,CRITICAL,0.1573,0.7748,0.0714,2024-12-02 00:00:00
CUST11011,72.14,CRITICAL,0.1556,0.7685,-0.0131,2025-02-02 00:00:00
CUST11012,24.9,LOW_RISK,0.2067,1.0,-0.0872,2024-10-01 00:00:00
CUST11012,22.84,LOW_RISK,0.2028,1.0,-0.0046,2024-11-16 00:00:00
CUST11012,26.18,LOW_RISK,0.249,1.0,-0.1038,2025-01-02 00:00:00
CUST11012,32.59,HIGH_RISK,0.1474,0.9776,-0.1703,2025-02-17 00:00:00
CUST11013,18.94,LOW_RISK,0.0375,1.0,-0.023,2024-10-01 00:00:00
CUST11013,13.43,LOW_RISK,0.0731,1.0,-0.055,2024-11-16 00:00:00
CUST11013,23.98,LOW_RISK,0.0715,0.9849,-0.1257,2025-01-02 00:00:00
CUST11013,25.74,LOW_RISK,0.0462,0.9482,-0.1305,2025-02-17 00:00:00
CUST11014,28.32,LOW_RISK,0.2575,1.0,-0.0749,2024-10-01 00:00:00
CUST11014,30.42,HIGH_RISK,0.2917,1.0,-0.0518,2024-12-02 00:00:00
CUST11014,30.28,HIGH_RISK,0.3186,1.0,0.0001,2025-02-02 00:00:00
CUST11015,10.77,LOW_RISK,0.0285,0.8937,-0.0514,2024-10-01 00:00:00
CUST11015,14.57,LOW_RISK,0.0651,0.8759,-0.1045,2024-11-07 00:00:00
CUST11015,14.75,LOW_RISK,0.047,0.7986,-0.0182,2024-12-14 00:00:00
CUST11015,21.66,LOW_RISK,0.0168,0.8394,-0.0772,2025-01-20 00:00:00
CUST11015,21.45,LOW_RISK,0.0506,0.842,-0.0024,2025-02-26 00:00:00
CUST11016,19.35,LOW_RISK,0.2216,1.0,-0.1541,2024-10-01 00:00:00
CUST11016,18.47,LOW_RISK,0.213,0.9916,-0.0342,2024-11-16 00:00:00
CUST11016,11.09,LOW_RISK,0.2176,1.0,-0.1398,2025-01-02 00:00:00
CUST11016,29.63,LOW_RISK,0.2674,0.9811,-0.1048,2025-02-17 00:00:00
CUST11017,54.45,HIGH_RISK,0.0305,1.0,0.1708,2024-10-01 00:00:00
CUST11017,47.89,HIGH_RISK,0.0534,0.8914,0.1342,2024-11-16 00:00:00
CUST11017,48.03,HIGH_RISK,0.0,0.9716,0.0752,2025-01-02 00:00:00
CUST11017,55.3,HIGH_RISK,0.0,0.9347,0.1594,2025-02-17 00:00:00
CUST11018,31.53,HIGH_RISK,0.2208,0.6454,-0.0131,2024-10-01 00:00:00
CUST11018,28.69,LOW_RISK,0.1768,0.6832,-0.0285,2024-11-01 00:00:00
CUST11018,29.63,LOW_RISK,0.1895,0.7104,0.0432,2024-12-02 00:00:00
CUST11018,26.95,LOW_RISK,0.1194,0.6841,0.1179,2025-01-02 00:00:00
CUST11018,29.04,LOW_RISK,0.1796,0.6678,0.0679,2025-02-02 00:00:00
CUST11018,25.11,LOW_RISK,0.1771,0.6893,0.1056,2025-03-05 00:00:00
CUST11019,65.16,CRITICAL,0.4361,0.3212,0.2071,2024-10-01 00:00:00
CUST11019,58.61,HIGH_RISK,0.417,0.29,0.0165,2024-12-02 00:00:00
CUST11019,67.52,CRITICAL,0.4459,0.2689,0.0637,2025-02-02 00:00:00
CUST11020,22.09,LOW_RISK,0.1215,0.948,-0.2416,2024-10-01 00:00:00
CUST11020,17.76,LOW_RISK,0.146,0.9608,-0.1942,2024-11-16 00:00:00
CUST11020,14.5,LOW_RISK,0.1307,0.9432,-0.311,2025-01-02 00:00:00
CUST11020,15.6,LOW_RISK,0.0263,0.931,-0.1947,2025-02-17 00:00:00
CUST11021,95.41,VERY_CRITICAL,0.4649,0.5016,-0.0456,2024-10-01 00:00:00
CUST11021,94.62,VERY_CRITICAL,0.4597,0.4213,-0.1193,2024-11-16 00:00:00
CUST11021,99.0,VERY_CRITICAL,0.4809,0.481,-0.1101,2025-01-02 00:00:00
CUST11021,95.77,VERY_CRITICAL,0.5237,0.4893,-0.1038,2025-02-17 00:00:00
CUST11022,46.52,HIGH_RISK,0.3768,0.533,0.0088,2024-10-01 00:00:00
CUST11022,46.13,HIGH_RISK,0.3678,0.5205,-0.125,2024-11-01 00:00:00
CUST11022,52.69,HIGH_RISK,0.3604,0.5337,-0.0421,2024-12-02 00:00:00
CUST11022,43.18,HIGH_RISK,0.3334,0.5208,-0.0966,2025-01-02 00:00:00
CUST11022,43.79,HIGH_RISK,0.3245,0.5325,0.005,2025-02-02 00:00:00
CUST11022,49.69,HIGH_RISK,0.3731,0.546,-0.0697,2025-03-05 00:00:00
CUST11023,12.43,LOW_RISK,0.0966,1.0,-0.0961,2024-10-01 00:00:00
CUST11023,10.77,LOW_RISK,0.065,1.0,-0.0738,2024-11-01 00:00:00
CUST11023,23.51,LOW_RISK,0.1063,1.0,-0.136,2024-12-02 00:00:00
CUST11023,21.17,LOW_RISK,0.0946,1.0,-0.0438,2025-01-02 00:00:00
CUST11023,26.43,LOW_RISK,0.141,0.9929,-0.0003,2025-02-02 00:00:00
CUST11023,19.24,LOW_RISK,0.0633,0.9527,-0.0492,2025-03-05 00:00:00
CUST11024,61.46,CRITICAL,0.1902,0.4371,0.2955,2024-10-01 00:00:00
CUST11024,61.74,CRITICAL,0.1834,0.4317,0.4317,2024-11-16 00:00:00
CUST11024,52.88,HIGH_RISK,0.2632,0.4569,0.2789,2025-01-02 00:00:00
CUST11024,50.4,HIGH_RISK,0.2156,0.3199,0.3249,2025-02-17 00:00:00
CUST11025,60.29,CRITICAL,0.2943,0.6119,0.1584,2024-10-01 00:00:00
CUST11025,62.14,CRITICAL,0.2913,0.5961,0.1071,2024-11-01 00:00:00
CUST11025,56.96,HIGH_RISK,0.2805,0.5731,0.0415,2024-12-02 00:00:00
CUST11025,57.4,HIGH_RISK,0.3119,0.5853,0.1346,2025-01-02 00:00:00
CUST11025,57.4,HIGH_RISK,0.2945,0.6369,0.1156,2025-02-02 00:00:00
CUST11025,65.68,CRITICAL,0.326,0.5812,-0.0199,2025-03-05 00:00:00
CUST11026,21.91,LOW_RISK,0.2141,1.0,-0.028,2024-10-01 00:00:00
CUST11026,24.33,LOW_RISK,0.2359,1.0,0.0183,2024-11-01 00:00:00
CUST11026,23.9,LOW_RISK,0.277,0.9778,0.1263,2024-12-02 00:00:00
CUST11026,17.51,LOW_RISK,0.2598,0.9949,-0.0139,2025-01-02 00:00:00
CUST11026,22.53,LOW_RISK,0.2461,1.0,0.0435,2025-02-02 00:00:00
CUST11026,17.87,LOW_RISK,0.2731,1.0,-0.0936,2025-03-05 00:00:00
CUST11027,76.0,CRITICAL,0.2163,0.6176,0.0632,2024-10-01 00:00:00
CUST11027,72.94,CRITICAL,0.2441,0.6782,-0.0804,2024-11-16 00:00:00
CUST11027,82.03,VERY_CRITICAL,0.2948,0.6861,0.0008,2025-01-02 00:00:00
CUST11027,75.37,CRITICAL,0.244,0.682,-0.0462,2025-02-17 00:00:00
CUST11028,99.0,VERY_CRITICAL,0.1975,0.644,0.3231,2024-10-01 00:00:00
CUST11028,99.0,VERY_CRITICAL,0.2162,0.6246,0.3622,2024-11-16 00:00:00
CUST11028,96.32,VERY_CRITICAL,0.2097,0.6822,0.4283,2025-01-02 00:00:00
CUST11028,99.0,VERY_CRITICAL,0.2112,0.5913,0.4032,2025-02-17 00:00:00
CUST11029,33.05,HIGH_RISK,0.1365,1.0,-0.0273,2024-10-01 00:00:00
CUST11029,32.6,HIGH_RISK,0.1459,0.9612,-0.0178,2024-11-01 00:00:00
CUST11029,32.57,HIGH_RISK,0.1192,1.0,-0.0726,2024-12-02 00:00:00
CUST11029,36.96,HIGH_RISK,0.0933,0.9935,-0.0051,2025-01-02 00:00:00
CUST11029,29.93,LOW_RISK,0.1338,1.0,-0.0766,2025-02-02 00:00:00
CUST11029,29.03,LOW_RISK,0.0693,0.9308,-0.0969,2025-03-05 00:00:00
CUST11030,35.53,HIGH_RISK,0.1758,1.0,0.0265,2024-10-01 00:00:00
CUST11030,37.16,HIGH_RISK,0.204,1.0,-0.1431,2024-12-02 00:00:00
CUST11030,42.13,HIGH_RISK,0.1187,0.9547,-0.0884,2025-02-02 00:00:00
CUST11031,36.93,HIGH_RISK,0.1774,0.2829,-0.2521,2024-10-01 00:00:00
CUST11031,33.56,HIGH_RISK,0.1656,0.2971,-0.2628,2024-12-02 00:00:00
CUST11031,40.1,HIGH_RISK,0.1861,0.2575,-0.0907,2025-02-02 00:00:00
CUST11032,30.48,HIGH_RISK,0.2152,0.4055,0.0874,2024-10-01 00:00:00
CUST11032,30.13,HIGH_RISK,0.2646,0.3744,0.0765,2024-11-07 00:00:00
CUST11032,35.45,HIGH_RISK,0.2869,0.3756,0.0335,2024-12-14 00:00:00
CUST11032,27.61,LOW_RISK,0.2279,0.4269,0.016,2025-01-20 00:00:00
CUST11032,39.94,HIGH_RISK,0.2172,0.3478,-0.0104,2025-02-26 00:00:00
CUST11033,31.15,HIGH_RISK,0.0799,1.0,0.0677,2024-10-01 00:00:00
CUST11033,17.07,LOW_RISK,0.0313,1.0,0.0861,2024-11-16 00:00:00
CUST11033,22.07,LOW_RISK,0.066,0.9675,0.0491,2025-01-02 00:00:00
CUST11033,20.46,LOW_RISK,0.0805,0.9838,0.0222,2025-02-17 00:00:00
CUST11034,99.0,VERY_CRITICAL,0.2361,0.7266,-0.0269,2024-10-01 00:00:00
CUST11034,99.0,VERY_CRITICAL,0.246,0.7332,0.1563,2024-11-01 00:00:00
CUST11034,99.0,VERY_CRITICAL,0.264,0.7247,0.1336,2024-12-02 00:00:00
CUST11034,99.0,VERY_CRITICAL,0.2959,0.6761,-0.0116,2025-01-02 00:00:00
CUST11034,99.0,VERY_CRITICAL,0.2438,0.7526,0.1508,2025-02-02 00:00:00
CUST11034,99.0,VERY_CRITICAL,0.2699,0.7727,0.1006,2025-03-05 00:00:00
CUST11035,54.07,HIGH_RISK,0.1876,1.0,-0.0359,2024-10-01 00:00:00
CUST11035,49.16,HIGH_RISK,0.2436,1.0,-0.0324,2024-11-07 00:00:00
CUST11035,46.47,HIGH_RISK,0.1437,1.0,-0.0133,2024-12-14 00:00:00
CUST11035,49.58,HIGH_RISK,0.2079,1.0,-0.0517,2025-01-20 00:00:00
CUST11035,46.67,HIGH_RISK,0.2038,1.0,-0.0643,2025-02-26 00:00:00
CUST11036,22.55,LOW_RISK,0.0565,0.7249,-0.1234,2024-10-01 00:00:00
CUST11036,24.26,LOW_RISK,0.1094,0.7099,-0.0093,2024-11-01 00:00:00
CUST11036,19.43,LOW_RISK,0.1496,0.7418,-0.1998,2024-12-02 00:00:00
CUST11036,20.6,LOW_RISK,0.1618,0.6569,-0.1012,2025-01-02 00:00:00
CUST11036,16.13,LOW_RISK,0.0721,0.6722,-0.0685,2025-02-02 00:00:00
CUST11036,19.74,LOW_RISK,0.1212,0.7261,-0.1392,2025-03-05 00:00:00
CUST11037,87.59,VERY_CRITICAL,0.8675,0.5615,0.2357,2024-10-01 00:00:00
CUST11037,91.73,VERY_CRITICAL,0.8622,0.6113,0.1003,2024-11-16 00:00:00
CUST11037,88.21,VERY_CRITICAL,0.9022,0.5899,0.1582,2025-01-02 00:00:00
CUST11037,89.53,VERY_CRITICAL,0.8949,0.5886,0.1728,2025-02-17 00:00:00
CUST11038,97.81,VERY_CRITICAL,0.5297,0.3962,0.3253,2024-10-01 00:00:00
CUST11038,99.0,VERY_CRITICAL,0.4926,0.2953,0.3125,2024-11-16 00:00:00
CUST11038,96.09,VERY_CRITICAL,0.5664,0.3401,0.268,2025-01-02 00:00:00
CUST11038,99.0,VERY_CRITICAL,0.5335,0.3356,0.2386,2025-02-17 00:00:00
CUST11039,74.03,CRITICAL,0.3084,0.711,-0.165,2024-10-01 00:00:00
CUST11039,76.92,CRITICAL,0.301,0.6723,-0.1599,2024-11-01 00:00:00
CUST11039,78.63,CRITICAL,0.2417,0.7218,-0.1545,2024-12-02 00:00:00
CUST11039,78.01,CRITICAL,0.2619,0.6885,-0.0809,2025-01-02 00:00:00
CUST11039,71.03,CRITICAL,0.2713,0.7287,-0.0923,2025-02-02 00:00:00
CUST11039,77.23,CRITICAL,0.2616,0.6847,-0.1135,2025-03-05 00:00:00
CUST11040,57.27,HIGH_RISK,0.17,0.5446,0.0725,2024-10-01 00:00:00
CUST11040,66.35,CRITICAL,0.1635,0.5492,0.1445,2024-11-07 00:00:00
CUST11040,65.12,CRITICAL,0.1264,0.5653,0.1341,2024-12-14 00:00:00
CUST11040,61.15,CRITICAL,0.119,0.5712,0.1753,2025-01-20 00:00:00
CUST11040,61.3,CRITICAL,0.1452,0.5252,0.1109,2025-02-26 00:00:00
CUST11041,37.81,HIGH_RISK,0.4457,0.9334,0.0942,2024-10-01 00:00:00
CUST11041,35.62,HIGH_RISK,0.438,1.0,0.1838,2024-11-16 00:00:00
